,id,nummer,konklusion,vedtaget,kommentar,mødeid,typeid,sagstrinid,opdateringsdato
13,14,402,"
Forkastet

50 stemmer for forslaget (V, DF, LA, KF)

57 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

",False,,962,1,14094.0,2017-08-10T12:57:52.23
14,15,403,"
Forkastet

51 stemmer for forslaget (V, DF, LA, KF)

56 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

",False,,962,1,2864.0,2017-08-10T12:57:52.23
15,16,395,"
          Forkastet

          13 stemmer for forslaget (EL, LA)

          94 stemmer imod forslaget (V, S, DF, RV, SF, KF)

          0 stemmer hverken for eller imod forslaget

        ",False,,962,1,15432.0,2017-08-10T12:57:52.22
16,17,396,"
Forkastet

8 stemmer for forslaget (EL)

99 stemmer imod forslaget (V, S, DF, RV, SF, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,2709.0,2017-08-10T12:57:52.22
17,18,397,"
Forkastet

50 stemmer for forslaget (V, DF, LA, KF)

57 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

",False,,962,1,3120.0,2017-08-10T12:57:52.22
18,19,398,"
          Forkastet

          13 stemmer for forslaget (EL, LA)

          94 stemmer imod forslaget (V, S, DF, RV, SF, KF)

          0 stemmer hverken for eller imod forslaget

        ",False,,962,1,15432.0,2017-08-10T12:57:52.223
19,20,399,"
Forkastet

51 stemmer for forslaget (V, DF, LA, KF)

56 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

",False,,962,1,3496.0,2017-08-10T12:57:52.227
20,21,388,"
Forkastet

28 stemmer for forslaget (DF, SF, EL)

77 stemmer imod forslaget (V, S, RV, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,3241.0,2017-08-10T12:57:52.2
21,22,389,"
Forkastet

46 stemmer for forslaget (V, DF, KF)

62 stemmer imod forslaget (S, RV, SF, EL, LA)

0 stemmer hverken for eller imod forslaget

",False,,962,1,3049.0,2017-08-10T12:57:52.203
22,23,390,"
Forkastet

46 stemmer for forslaget (V, DF, KF)

61 stemmer imod forslaget (S, RV, SF, EL, LA)

0 stemmer hverken for eller imod forslaget

",False,,962,1,3570.0,2017-08-10T12:57:52.207
23,24,391,"
          Forkastet

          14 stemmer for forslaget (Steen Gade (SF), Özlem Sara Cekic (SF), EL, LA)

          94 stemmer imod forslaget (V, S, DF, RV, SF, Joachim B. Olsen (LA), KF)

          0 stemmer hverken for eller imod forslaget

        ",False,,962,1,15432.0,2017-08-10T12:57:52.21
24,25,392,"
          Forkastet

          13 stemmer for forslaget (EL, LA)

          93 stemmer imod forslaget (V, S, DF, RV, SF, KF)

          0 stemmer hverken for eller imod forslaget

        ",False,,962,1,15432.0,2017-08-10T12:57:52.21
25,26,393,"
          Forkastet

          13 stemmer for forslaget (EL, LA)

          95 stemmer imod forslaget (V, S, DF, RV, SF, KF)

          0 stemmer hverken for eller imod forslaget

        ",False,,962,1,15432.0,2017-08-10T12:57:52.213
26,27,394,"
Forkastet

18 stemmer for forslaget (DF, LA)

88 stemmer imod forslaget (V, S, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,2838.0,2017-08-10T12:57:52.217
27,28,382,"
Vedtaget

108 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,3846.0,2017-08-10T12:57:52.187
28,29,383,"
Vedtaget

107 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,3859.0,2017-08-10T12:57:52.193
29,30,384,"
Forkastet

15 stemmer for forslaget (SF, EL)

91 stemmer imod forslaget (V, S, DF, RV, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,3059.0,2017-08-10T12:57:52.193
30,31,385,"
Vedtaget

87 stemmer for forslaget (V, S, RV, SF, LA, KF)

21 stemmer imod forslaget (DF, EL)

0 stemmer hverken for eller imod forslaget

",True,,962,1,4305.0,2017-08-10T12:57:52.197
31,32,386,"
Vedtaget

93 stemmer for forslaget (V, S, DF, RV, SF, KF)

13 stemmer imod forslaget (EL, LA)

0 stemmer hverken for eller imod forslaget

",True,,962,1,4021.0,2017-08-10T12:57:52.197
32,33,387,"
Vedtaget

100 stemmer for forslaget (V, S, DF, RV, SF, LA, KF)

8 stemmer imod forslaget (EL)

0 stemmer hverken for eller imod forslaget

",True,,962,1,3664.0,2017-08-10T12:57:52.2
33,34,381,"
Vedtaget

63 stemmer for forslaget (Eyvind Vesselbo (V), S, RV, SF, EL, KF)

44 stemmer imod forslaget (V, DF, LA)

0 stemmer hverken for eller imod forslaget

",True,,962,1,3912.0,2017-08-10T12:57:52.18
34,35,377,"
Vedtaget

74 stemmer for forslaget (S, DF, RV, SF, EL, KF)

34 stemmer imod forslaget (V, LA, Mai Mercado (KF))

0 stemmer hverken for eller imod forslaget

",True,,962,1,15452.0,2017-08-10T12:57:52.17
35,36,378,"
Vedtaget

95 stemmer for forslaget (V, S, DF, RV, SF, LA)

13 stemmer imod forslaget (EL, KF)

0 stemmer hverken for eller imod forslaget

",True,,962,1,3397.0,2017-08-10T12:57:52.17
36,37,379,"
Vedtaget

95 stemmer for forslaget (V, S, RV, SF, EL, LA, KF)

13 stemmer imod forslaget (DF)

0 stemmer hverken for eller imod forslaget

",True,,962,1,3361.0,2017-08-10T12:57:52.17
37,38,380,"
Forkastet

7 stemmer for forslaget (EL)

100 stemmer imod forslaget (V, S, DF, RV, SF, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,3168.0,2017-08-10T12:57:52.177
38,39,367,"
Vedtaget

59 stemmer for forslaget (S, RV, SF, EL)

52 stemmer imod forslaget (V, DF, LA, KF)

0 stemmer hverken for eller imod forslaget

",True,,962,1,3819.0,2017-08-10T12:57:52.14
39,40,368,"
Vedtaget

107 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,4131.0,2017-08-10T12:57:52.14
40,41,369,"
Vedtaget

110 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,3872.0,2017-08-10T12:57:52.143
41,42,370,"
Vedtaget

74 stemmer for forslaget (S, DF, RV, SF, EL, KF)

34 stemmer imod forslaget (V, LA)

0 stemmer hverken for eller imod forslaget

",True,,962,1,1658.0,2017-08-10T12:57:52.147
42,43,371,"
Vedtaget

80 stemmer for forslaget (V, S, RV, LA, KF)

29 stemmer imod forslaget (DF, SF, EL)

0 stemmer hverken for eller imod forslaget

",True,,962,1,4831.0,2017-08-10T12:57:52.147
43,44,372,"
Vedtaget

109 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,4836.0,2017-08-10T12:57:52.15
44,45,373,"
Vedtaget

63 stemmer for forslaget (S, RV, SF, EL, KF)

48 stemmer imod forslaget (V, DF, LA)

0 stemmer hverken for eller imod forslaget

",True,,962,1,2597.0,2017-08-10T12:57:52.153
45,46,374,"
Vedtaget

105 stemmer for forslaget (V, S, DF, RV, SF, EL, KF)

5 stemmer imod forslaget (LA)

0 stemmer hverken for eller imod forslaget

",True,,962,1,3647.0,2017-08-10T12:57:52.157
46,47,375,"
Vedtaget

62 stemmer for forslaget (S, RV, SF, EL, LA)

47 stemmer imod forslaget (V, DF, KF)

0 stemmer hverken for eller imod forslaget

",True,,962,1,3898.0,2017-08-10T12:57:52.157
47,48,376,"
Vedtaget

103 stemmer for forslaget (V, S, DF, RV, SF, EL, KF)

5 stemmer imod forslaget (LA)

0 stemmer hverken for eller imod forslaget

",True,,962,1,15432.0,2017-08-10T12:57:52.163
48,49,361,"Forkastet

10 stemmer for forslaget (LA, KF)

59 stemmer imod forslaget (S, RV, SF, EL)

40 stemmer hverken for eller imod forslaget (V, DF)

",False,,962,1,2339.0,2017-08-10T12:57:52.123
49,50,362,"Forkastet

51 stemmer for forslaget (V, DF, LA, KF)

59 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

",False,,962,1,3100.0,2017-08-10T12:57:52.127
50,51,363,"Forkastet

29 stemmer for forslaget (DF, SF, EL)

81 stemmer imod forslaget (V, S, RV, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,4619.0,2017-08-10T12:57:52.127
51,52,364,"Vedtaget

109 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,4479.0,2017-08-10T12:57:52.13
52,53,365,"Forkastet

17 stemmer for forslaget (DF, LA)

90 stemmer imod forslaget (V, S, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,4192.0,2017-08-10T12:57:52.133
53,54,366,"
Vedtaget

111 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,4892.0,2017-08-10T12:57:52.133
54,55,344,"Forkastet

13 stemmer for forslaget (EL, LA)

94 stemmer imod forslaget (V, S, DF, RV, SF, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,15432.0,2017-08-10T12:57:52.09
55,56,345,"Vedtaget

93 stemmer for forslaget (V, S, DF, RV, LA, KF)

15 stemmer imod forslaget (SF, EL)

0 stemmer hverken for eller imod forslaget

",True,,962,1,4397.0,2017-08-10T12:57:52.09
56,57,346,"Vedtaget

108 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,4852.0,2017-08-10T12:57:52.093
57,58,347,"Vedtaget

70 stemmer for forslaget (S, DF, RV, SF, EL)

32 stemmer imod forslaget (V, KF)

5 stemmer hverken for eller imod forslaget (LA)

",True,,962,1,2474.0,2017-08-10T12:57:52.097
58,59,348,"Vedtaget

108 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,280.0,2017-08-10T12:57:52.097
59,60,349,"Vedtaget

61 stemmer for forslaget (S, RV, SF, EL, LA)

46 stemmer imod forslaget (V, DF, KF)

0 stemmer hverken for eller imod forslaget

",True,,962,1,2530.0,2017-08-10T12:57:52.1
60,61,350,"Vedtaget

74 stemmer for forslaget (V, S, RV, KF)

33 stemmer imod forslaget (DF, SF, EL, LA)

0 stemmer hverken for eller imod forslaget

",True,,962,1,3347.0,2017-08-10T12:57:52.1
61,62,351,"Vedtaget

107 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,605.0,2017-08-10T12:57:52.103
62,63,352,"Vedtaget

106 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,4159.0,2017-08-10T12:57:52.103
63,64,353,"Vedtaget

99 stemmer for forslaget (V, S, DF, RV, SF, LA, KF)

8 stemmer imod forslaget (EL)

0 stemmer hverken for eller imod forslaget

",True,,962,1,4173.0,2017-08-10T12:57:52.107
64,65,354,"Forkastet

46 stemmer for forslaget (V, DF, KF)

62 stemmer imod forslaget (S, RV, SF, EL, LA)

0 stemmer hverken for eller imod forslaget

",False,,962,1,2818.0,2017-08-10T12:57:52.107
65,66,355,"Forkastet

49 stemmer for forslaget (V, DF, LA, KF)

57 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

",False,,962,1,2390.0,2017-08-10T12:57:52.11
66,67,356,"Forkastet

16 stemmer for forslaget (SF, EL)

90 stemmer imod forslaget (V, S, DF, RV, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,2898.0,2017-08-10T12:57:52.11
67,68,357,"Forkastet

16 stemmer for forslaget (SF, EL)

91 stemmer imod forslaget (V, S, DF, RV, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,3280.0,2017-08-10T12:57:52.113
68,69,358,"Vedtaget

108 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,3187.0,2017-08-10T12:57:52.113
69,70,359,"Forkastet

18 stemmer for forslaget (EL, LA, KF)

89 stemmer imod forslaget (V, S, DF, RV, SF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,808.0,2017-08-10T12:57:52.117
70,71,360,"Forkastet

50 stemmer for forslaget (V, DF, LA, KF)

58 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

",False,,962,1,14502.0,2017-08-10T12:57:52.12
71,72,336,"Vedtaget

102 stemmer for forslaget (V, S, DF, RV, SF, LA, KF)

7 stemmer imod forslaget (EL)

0 stemmer hverken for eller imod forslaget

",True,,962,1,4115.0,2017-08-10T12:57:52.067
72,73,337,"Vedtaget

108 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,1741.0,2017-08-10T12:57:52.067
73,74,338,"Vedtaget

109 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",True,,962,1,2666.0,2017-08-10T12:57:52.07
74,75,339,"Forkastet

13 stemmer for forslaget (EL, LA)

97 stemmer imod forslaget (V, S, DF, RV, SF, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,15432.0,2017-08-10T12:57:52.07
75,76,340,"Forkastet

13 stemmer for forslaget (EL, LA)

96 stemmer imod forslaget (V, S, DF, RV, SF, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,15432.0,2017-08-10T12:57:52.07
76,77,341,"Forkastet

13 stemmer for forslaget (EL, LA)

95 stemmer imod forslaget (V, S, DF, RV, SF, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,15432.0,2017-08-10T12:57:52.073
77,78,342,"Forkastet

13 stemmer for forslaget (EL, LA)

95 stemmer imod forslaget (V, S, DF, RV, SF, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,15432.0,2017-08-10T12:57:52.073
78,79,343,"Forkastet

13 stemmer for forslaget (EL, LA)

94 stemmer imod forslaget (V, S, DF, RV, SF, KF)

0 stemmer hverken for eller imod forslaget

",False,,962,1,15432.0,2017-08-10T12:57:52.087
79,80,323,"Forkastet

8 stemmer for forslaget (EL)

98 stemmer imod forslaget (V, S, DF, RV, SF, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4171.0,2017-08-10T12:57:52.043
80,81,324,"Forkastet

8 stemmer for forslaget (EL)

96 stemmer imod forslaget (V, S, DF, RV, SF, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4171.0,2017-08-10T12:57:52.047
81,82,325,"Forkastet

15 stemmer for forslaget (SF, EL)

90 stemmer imod forslaget (V, S, DF, RV, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,3896.0,2017-08-10T12:57:52.047
82,83,326,"Forkastet

13 stemmer for forslaget (EL, LA)

91 stemmer imod forslaget (V, S, DF, RV, SF, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4019.0,2017-08-10T12:57:52.053
83,84,327,"Forkastet

13 stemmer for forslaget (EL, LA)

90 stemmer imod forslaget (V, S, DF, RV, SF, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4019.0,2017-08-10T12:57:52.053
84,85,328,"Forkastet

13 stemmer for forslaget (EL, LA)

90 stemmer imod forslaget (V, S, DF, RV, SF, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4019.0,2017-08-10T12:57:52.057
85,86,329,"Forkastet

8 stemmer for forslaget (EL)

91 stemmer imod forslaget (V, S, DF, RV, SF, KF)

5 stemmer hverken for eller imod forslaget (LA)

",False,,1363,1,4019.0,2017-08-10T12:57:52.057
86,87,330,"Forkastet

8 stemmer for forslaget (EL)

91 stemmer imod forslaget (V, S, DF, RV, SF, KF)

5 stemmer hverken for eller imod forslaget (LA)

",False,,1363,1,4019.0,2017-08-10T12:57:52.06
87,88,331,"Forkastet

13 stemmer for forslaget (EL, LA)

91 stemmer imod forslaget (V, S, DF, RV, SF, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4019.0,2017-08-10T12:57:52.06
88,89,332,"Vedtaget

58 stemmer for forslaget (S, RV, SF, EL)

53 stemmer imod forslaget (V, DF, LA, KF)

0 stemmer hverken for eller imod forslaget

",True,,956,3,4899.0,2017-08-10T12:57:52.06
89,90,333,"Vedtaget

92 stemmer for forslaget (V, S, RV, SF, EL, KF)

5 stemmer imod forslaget (LA)

13 stemmer hverken for eller imod forslaget (DF)

",True,,962,3,4871.0,2017-08-10T12:57:52.063
90,91,334,"Vedtaget

93 stemmer for forslaget (V, S, RV, SF, EL, KF)

17 stemmer imod forslaget (DF, LA)

0 stemmer hverken for eller imod forslaget

",True,,962,3,4875.0,2017-08-10T12:57:52.063
91,92,335,"Vedtaget

98 stemmer for forslaget (V, S, DF, RV, SF, LA, KF)

8 stemmer imod forslaget (EL)

0 stemmer hverken for eller imod forslaget

",True,,962,1,4144.0,2017-08-10T12:57:52.063
92,93,299,"Forkastet

21 stemmer for forslaget (DF, SF)

85 stemmer imod forslaget (V, S, RV, EL, LA, KF, UFG)

0 stemmer hverken for eller imod forslaget

",False,,954,1,2978.0,2017-08-10T12:57:51.987
93,94,315,"Forkastet

8 stemmer for forslaget (EL)

99 stemmer imod forslaget (V, S, DF, RV, SF, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4171.0,2017-08-10T12:57:52.03
94,95,316,"Forkastet

8 stemmer for forslaget (EL)

95 stemmer imod forslaget (V, S, DF, RV, SF, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4171.0,2017-08-10T12:57:52.033
95,96,317,"Forkastet

8 stemmer for forslaget (EL)

96 stemmer imod forslaget (V, S, DF, RV, SF, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4171.0,2017-08-10T12:57:52.037
96,97,318,"Forkastet

8 stemmer for forslaget (EL)

98 stemmer imod forslaget (V, S, DF, RV, SF, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4171.0,2017-08-10T12:57:52.037
97,98,319,"Forkastet

8 stemmer for forslaget (EL)

99 stemmer imod forslaget (V, S, DF, RV, SF, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4171.0,2017-08-10T12:57:52.04
98,99,320,"Forkastet

8 stemmer for forslaget (EL)

99 stemmer imod forslaget (V, S, DF, RV, SF, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4171.0,2017-08-10T12:57:52.04
99,100,321,"Forkastet

8 stemmer for forslaget (EL)

98 stemmer imod forslaget (V, S, DF, RV, SF, LA, KF)

0 stemmer hverken for eller imod forslaget

",False,,1363,1,4171.0,2017-08-10T12:57:52.04
